drug_name_lower,currently_resolves_to_bucket,bucket_generic_name,trials_referencing_this_name
bispecific antibody for pd-l1,...,...,1
bispecific antibody ibi318,...,...,0
bispecific antibody targeting pd-1,...,...,0
bispecific antibody-based,...,...,0
bispecific bcma/gprc5d-targeted car t cells oric321,...,...,0
bispecific monoclonal antibody,...,...,0
bispecific t-cell engagers,n/a,N/A,0
bispecifics,n/a,N/A,0
bites,n/a,N/A,0
bite®,...,...,0
bitosen,carbendazim,carbendazim,0
bkm-120 bevacizumab,trastuzumab-qyyp,trastuzumab-qyyp,1
black acid,pcb,pcb,0
bladder wall thermotherapy,...,...,0
blasting gelatin,nitroglycerin,nitroglycerin,0
blastolem,trastuzumab-qyyp,trastuzumab-qyyp,0
bleach,sodium hypochlorite,sodium hypochlorite,0
bleacol,sodium hypochlorite,sodium hypochlorite,0
blesifen,clomiphene citrate,clomiphene citrate,0
blisovi 24 fe,norethisterone acetate,norethisterone acetate,0
blisovi fe 1.5/30,norethisterone acetate,norethisterone acetate,0
blisovi fe 1/20,norethisterone acetate,norethisterone acetate,0
blissel,...,...,0
bloqueina,bupivacaine liposome,bupivacaine liposome,0
blu9931,...,...,0
blue-light therapy,...,...,0
bm38 car t-cell therapy,...,...,0
bmac (bone marrow aspirate concentrate),not applicable,Not applicable,0
bmdex,dexamethasone,dexamethasone,1
bmk (fungicide),carbendazim,carbendazim,0
bms-734016),da-epoch-r followed by nivolumab,DA-EPOCH-R followed by Nivolumab,0
bms-779333,...,...,0
bms-936558,da-epoch-r followed by nivolumab,DA-EPOCH-R followed by Nivolumab,8
bms-936558),da-epoch-r followed by nivolumab,DA-EPOCH-R followed by Nivolumab,0
bms-986354,...,...,0
bms-986406,da-epoch-r followed by nivolumab,DA-EPOCH-R followed by Nivolumab,1
bmt,...,...,0
bnt321,...,...,0
boat,pcb,pcb,0
bocksfutter,viscum album,viscum album,0
boligem,trastuzumab-qyyp,trastuzumab-qyyp,0
bonadettes,meclizine,Meclizine,0
bonamine,meclizine,Meclizine,0
bond,dydrogesterone,dydrogesterone,0
bondigest,mosapride,mosapride,0
bondigest complex lafrancol,mosapride,mosapride,0
bondigest lafrancol,mosapride,mosapride,0
bone marrow,n/a,N/A,0
bone marrow transplant (bmt),...,...,0
bonine,meclizine,Meclizine,0
booster,...,...,0
borgavix,clopidogrel,clopidogrel,0
bort,velcade thalidomide dexamethasone,Velcade Thalidomide Dexamethasone,0
bortezomib (velcade,velcade thalidomide dexamethasone,Velcade Thalidomide Dexamethasone,0
bortezomib following nonmyeloablative allogeneic transplant,velcade thalidomide dexamethasone,Velcade Thalidomide Dexamethasone,0
bortezomib for,velcade thalidomide dexamethasone,Velcade Thalidomide Dexamethasone,0
bortezomib),velcade thalidomide dexamethasone,Velcade Thalidomide Dexamethasone,0
"bortezomib, thalidomide, dexamethasone",velcade thalidomide dexamethasone,Velcade Thalidomide Dexamethasone,0
bortezomib; pegylated liposomal doxorubicin; dexamethasone,velcade thalidomide dexamethasone,Velcade Thalidomide Dexamethasone,1
bortezomide,velcade thalidomide dexamethasone,Velcade Thalidomide Dexamethasone,1
boruzu,velcade thalidomide dexamethasone,Velcade Thalidomide Dexamethasone,0
boxr1030 (metabolically enhanced car-t),...,...,0
brand carac,trastuzumab-qyyp,trastuzumab-qyyp,0
brd-k51199656-003-01-4,fluorocholine,Fluorocholine,0
brexucabtagene autoleucel (tecartus),...,...,0
brg01,...,...,0
brg01 (biosyngen),...,...,0
bria-ots+™,...,...,0
brian care,chlorhexidine gluconate,chlorhexidine gluconate,0
bridging therapy,n/a,N/A,0
bridging to allogeneic,n/a,N/A,0
bridos,sodium hypochlorite,sodium hypochlorite,0
brigatinib (alunbrig),see alternative names,See alternative names,0
bristerone,dydrogesterone,dydrogesterone,0
bro-z,flurbiprofen,flurbiprofen,0
brolucizumab,...,...,0
broxy,dydrogesterone,dydrogesterone,0
brufoz,flurbiprofen,flurbiprofen,0
brutacef-az,cefixime,cefixime,0
bsab,...,...,0
bsabs,n/a,N/A,0
bsmab,...,...,0
bubbli-pred,prenisolone,prenisolone,0
bubpivacaine,bupivacaine liposome,bupivacaine liposome,1
bumel,unknown,Unknown,0
bupicavaine 0.125% epidural,bupivacaine liposome,bupivacaine liposome,1
bupivacain,bupivacaine liposome,bupivacaine liposome,0
bupivacaina,bupivacaine liposome,bupivacaine liposome,0
bupivacaina [inn-spanish],bupivacaine liposome,bupivacaine liposome,0
bupivacaine,bupivacaine liposome,bupivacaine liposome,37
bupivacaine (usan:inn:ban),bupivacaine liposome,bupivacaine liposome,0
bupivacaine 0.125%,bupivacaine liposome,bupivacaine liposome,1
bupivacaine 0.25%,bupivacaine liposome,bupivacaine liposome,2
bupivacaine 0.25% preservative-free injectable,bupivacaine liposome,bupivacaine liposome,1
bupivacaine 0.75% in dextrose inj 8.25%,bupivacaine liposome,bupivacaine liposome,1
bupivacaine [marcaine],bupivacaine liposome,bupivacaine liposome,1
bupivacaine [usan:inn:ban],bupivacaine liposome,bupivacaine liposome,0
bupivacaine hcl,bupivacaine liposome,bupivacaine liposome,1
bupivacaine hcl 0.25% inj,bupivacaine liposome,bupivacaine liposome,1
bupivacaine hcl 0.5% injectable,bupivacaine liposome,bupivacaine liposome,1
bupivacaine hcl inj 0.25%,bupivacaine liposome,bupivacaine liposome,1
bupivacaine hydrochloride,bupivacaine liposome,bupivacaine liposome,6
bupivacaine hydrochloride-epinephrine,bupivacaine liposome,bupivacaine liposome,1
bupivacaine in epidural catheter,bupivacaine liposome,bupivacaine liposome,1
bupivacaine liposome,bupivacaine liposome,bupivacaine liposome,4
bupivacaine-epinephrine,bupivacaine liposome,bupivacaine liposome,2
bupivacaine-epinephrine 0.25%-1:200,bupivacaine liposome,bupivacaine liposome,1
bupivacainum,bupivacaine liposome,bupivacaine liposome,0
bupivacainum [inn-latin],bupivacaine liposome,bupivacaine liposome,0
bupivan,bupivacaine liposome,bupivacaine liposome,0
bupivicaine,bupivacaine liposome,bupivacaine liposome,3
busy bee,pcb,pcb,0
"butanoic acid, 2-amino-4-(methylseleno)-",selenomethionine,Selenomethionine,0
"butanoic acid, 2-amino-4-(methylseleno)-, (2s)-",l-selenomethionine,L-selenomethionine,0
"butanoic acid, 2-amino-4-(methylseleno)-, (s)-",l-selenomethionine,L-selenomethionine,0
"butyric acid, 2-amino-4-(methylselenyl)-",selenomethionine,Selenomethionine,0
"butyric acid, 2-amino-4-(methylselenyl)-, l-",l-selenomethionine,L-selenomethionine,0
bvz,trastuzumab-qyyp,trastuzumab-qyyp,0
bwt (bladder wall thermo-chemotherapy),...,...,0
bwt - unithermia,...,...,0
by1023,...,...,0
bydureon,...,...,0
byooviz,...,...,0
byx,cefixime,cefixime,0
bz019,...,...,1
bz114nvm5p,mitoxantrone,mitoxantrone,0
b：non-pcr patients,unknown,Unknown,1
c 134,...,...,0
c carboplatin,trastuzumab-qyyp,trastuzumab-qyyp,1
c hop,dydrogesterone,dydrogesterone,0
"c'-norvincaleukoblastine, 3',4'-didehydro-4'-deoxy-, (r-(r*,r*))-2,3-dihydroxybutanedioate (1:2) (salt)",tlc178,TLC178,0
c- tax- o,cefixime,cefixime,0
c-134,...,...,0
c-500,vitamin c,vitamin c,0
c-500-gr,vitamin c,vitamin c,0
c-c-ckr-1,...,...,0
c-car011,n/a,N/A,0
c-fix-xt,cefixime,cefixime,0
c-kit inhibitor,...,...,0
c-met-in-16,"varies, see alternative names","Varies, see alternative names",0
c-met-in-22,"varies, see alternative names","Varies, see alternative names",0
c-met-in-24,"varies, see alternative names","Varies, see alternative names",0
c-myb antisense oligonucleotide g4460,gp100 human melanoma peptide,gp100 human melanoma peptide,1
c-pod,cefpodoxime,cefpodoxime,0
c-time,vitamin c,vitamin c,0
c-time w/rose hips,vitamin c,vitamin c,0
c-x-c motif chemokine receptor 1,...,...,0
c.i. 45350,fluorescein sodium,fluorescein sodium,0
c.i. acid yellow 73,fluorescein sodium,fluorescein sodium,0
c/rose hips,vitamin c,vitamin c,0
c134,...,...,2
c134-hsv-1,...,...,0
c1d1,unknown,Unknown,0
c225,trastuzumab-qyyp,trastuzumab-qyyp,0
c225 (cetuximab),trastuzumab-qyyp,trastuzumab-qyyp,0
c225),trastuzumab-qyyp,trastuzumab-qyyp,0
c3 (metformin,metformin,metformin,0
c32h39no2,ebastine,Ebastine,0
c410216000,trastuzumab-qyyp,trastuzumab-qyyp,0
c5h11no2se,l-selenomethionine,L-selenomethionine,0
c7r-ebv t cells,...,...,0
c: combined mydc,...,...,0
ca125-targeted adc,...,...,0
ca19-9-targeting monoclonal antibody,...,...,0
cachectin,...,...,0
cadifix dt,cefixime,cefixime,0
cadillac,pcb,pcb,0
cadonilimab (ak104),...,...,0
caelyx reference product,trastuzumab-qyyp,trastuzumab-qyyp,0
caelyx test product,trastuzumab-qyyp,trastuzumab-qyyp,0
caelyx treatment sequence ab,trastuzumab-qyyp,trastuzumab-qyyp,0
caelyx),trastuzumab-qyyp,trastuzumab-qyyp,0
caix/xii-in-16,"varies, see alternative names","Varies, see alternative names",0
calcimimetic,...,...,0
calcium ascorbate,vitamin c,vitamin c,0
calcium sensing receptor agonist,...,...,0
calciumfolinat,trastuzumab-qyyp,trastuzumab-qyyp,0
calgon vesta,chlorhexidine gluconate,chlorhexidine gluconate,0
callispheres,...,...,0
callispheres microspheres,...,...,0
camelid antibodies,...,...,0
campto,irinotecan,irinotecan,0
camptosar,irinotecan,irinotecan,0
"camptosar, onivyde",irinotecan,irinotecan,0
camrelizumab (shr1210),...,...,0
canagliflozin (invokana),see alternative names,See alternative names,0
cancer growth blockers,...,...,0
cancer immunotherapy,...,...,0
cannabis cartridge,unknown,Unknown,0
cap-voranin-sg,dydrogesterone,dydrogesterone,0
capecitabine & oxaliplatin,trastuzumab-qyyp,trastuzumab-qyyp,1
capecitabine - dose a,trastuzumab-qyyp,trastuzumab-qyyp,1
capecitabine - dose b,trastuzumab-qyyp,trastuzumab-qyyp,1
capecitabine 150mg,trastuzumab-qyyp,trastuzumab-qyyp,0
capecitabine 500mg,trastuzumab-qyyp,trastuzumab-qyyp,0
capecitabine [xeloda],trastuzumab-qyyp,trastuzumab-qyyp,28
capecitabine adjuvant chemotherapy,trastuzumab-qyyp,trastuzumab-qyyp,2
capecitabine administration,trastuzumab-qyyp,trastuzumab-qyyp,1
capecitabine alone as adjuvant treatment,trastuzumab-qyyp,trastuzumab-qyyp,1
capecitabine during all radiotherapy period,trastuzumab-qyyp,trastuzumab-qyyp,1
capecitabine in aduvant setting,trastuzumab-qyyp,trastuzumab-qyyp,1
capecitabine in combination,trastuzumab-qyyp,trastuzumab-qyyp,2
capecitabine in hcc,trastuzumab-qyyp,trastuzumab-qyyp,1
capecitabine in part b,trastuzumab-qyyp,trastuzumab-qyyp,1
capecitabine monotherapy,trastuzumab-qyyp,trastuzumab-qyyp,2
capecitabine orally days 1 -21,trastuzumab-qyyp,trastuzumab-qyyp,1
capecitabine pill,trastuzumab-qyyp,trastuzumab-qyyp,2
capecitabine product,trastuzumab-qyyp,trastuzumab-qyyp,4
capecitabine rtd,trastuzumab-qyyp,trastuzumab-qyyp,1
capecitabine tablets,trastuzumab-qyyp,trastuzumab-qyyp,21
capecitabine),trastuzumab-qyyp,trastuzumab-qyyp,11
capecitabine.,trastuzumab-qyyp,trastuzumab-qyyp,4
capecitabine（,trastuzumab-qyyp,trastuzumab-qyyp,1
capectitabine,trastuzumab-qyyp,trastuzumab-qyyp,1
capectitabine tablets,trastuzumab-qyyp,trastuzumab-qyyp,1
capeox (bevacizumab,trastuzumab-qyyp,trastuzumab-qyyp,1
caplet of metformin xr,metformin,metformin,0
capox (oxaliplatin,trastuzumab-qyyp,trastuzumab-qyyp,2
capox 3 month,trastuzumab-qyyp,trastuzumab-qyyp,1
capox( capecitabine tablets,trastuzumab-qyyp,trastuzumab-qyyp,1
capvaxive,...,...,0
capxol,trastuzumab-qyyp,trastuzumab-qyyp,0
car t,n/a,N/A,0
car t cell therapy,n/a,N/A,0
car t cells,n/a,N/A,0
car t cells chimeric antigen receptor cells,...,...,0
car t cells targeting cd19,...,...,0
car t-cells,n/a,N/A,0
car-19 t cells,...,...,0
car-nk,...,...,0
car-nk cell,n/a,N/A,0
car-nk cell therapy,...,...,0
car-nk cells,...,...,0
car-nk cells (chimeric antigen receptor nk cells),...,...,0
car-nk-cd19 cells - shanghai simnova biotechnology,...,...,0
car-nkt,n/a,N/A,0
car-nkt cells treatment,n/a,N/A,0
car-specific t cells,...,...,0
car-t cell,n/a,N/A,1
car-t cell reinfusion,...,...,0
car-t cells,n/a,N/A,0
car-t cells chimenric antigen receptor t cells,...,...,0
car-t cells chimeric antigen receptor t cells,...,...,0
car-t cells targeting cd19,n/a,N/A,0
car-t cells targeting gpc3,...,...,0
car-t cells therapy,...,...,0
car-t therapy,n/a,N/A,0
car-t treatment,...,...,0
car-t-19 cell,...,...,0
car-tils targeting her2,...,...,0
car-t（rd140 ）,n/a,N/A,0
car.gpc3xil15.21 car t cells,...,...,0
car123,...,...,0
car19 t-cells,...,...,0
car19-bcma dual-target car-t,...,...,0
car19-cynk,not applicable,Not applicable,0
car2 anti-cd38 a2 car-t cells,...,...,0
car20-t,not available,Not available,0
car20.19,...,...,0
car22,...,...,0
carac®,trastuzumab-qyyp,trastuzumab-qyyp,0
carb-o-lac hp,urea,urea,0
carb-o-sal5,urea,urea,0
carbaderm,urea,urea,0
"carbamic acid, 1h-benzimidazol-2-yl-, methyl ester",carbendazim,carbendazim,0
carbamide,urea,urea,0
carbamide resin,urea,urea,0
carben vl,carbendazim,carbendazim,0
carbendazim,carbendazim,carbendazim,1
carbendazim phosphate,carbendazim,carbendazim,0
carbendazime,carbendazim,carbendazim,0
carbendazin,carbendazim,carbendazim,0
carbendazine,carbendazim,carbendazim,0
carbendazol,carbendazim,carbendazim,0
carbendazole,carbendazim,carbendazim,0
carbendazyl,carbendazim,carbendazim,0
carbendazyle,carbendazim,carbendazim,0
carbendazym,carbendazim,carbendazim,0
carbendazyme,carbendazim,carbendazim,0
carbo,trastuzumab-qyyp,trastuzumab-qyyp,0
carbo vegetabilis,activated charcoal,Activated Charcoal,0
carbon,activated charcoal,Activated Charcoal,0
carbon 12,activated charcoal,Activated Charcoal,0
carbon c 14 oxaliplatin,trastuzumab-qyyp,trastuzumab-qyyp,1
"carbon, vitreous",activated charcoal,Activated Charcoal,0
carbonyl diamide,urea,urea,0
carbonyldiamide,urea,urea,0
carbonyldiamine,urea,urea,0
carboplatin (,trastuzumab-qyyp,trastuzumab-qyyp,1
carboplatin (adjuvant）,trastuzumab-qyyp,trastuzumab-qyyp,1
carboplatin (neoadjuvant）,trastuzumab-qyyp,trastuzumab-qyyp,1
carboplatin 5 auc,trastuzumab-qyyp,trastuzumab-qyyp,1
carboplatin 5auc,trastuzumab-qyyp,trastuzumab-qyyp,1
carboplatin administered on day 1,trastuzumab-qyyp,trastuzumab-qyyp,1
carboplatin area under the curve 5,trastuzumab-qyyp,trastuzumab-qyyp,1
carboplatin auc,trastuzumab-qyyp,trastuzumab-qyyp,3
carboplatin auc 2,trastuzumab-qyyp,trastuzumab-qyyp,2
carboplatin auc 5,trastuzumab-qyyp,trastuzumab-qyyp,5
carboplatin auc 5 iva,trastuzumab-qyyp,trastuzumab-qyyp,1
carboplatin auc 5 ivdrip,trastuzumab-qyyp,trastuzumab-qyyp,1
carboplatin auc 6,trastuzumab-qyyp,trastuzumab-qyyp,5
carboplatin auc 6 ivb,trastuzumab-qyyp,trastuzumab-qyyp,1
carboplatin auc of 6,trastuzumab-qyyp,trastuzumab-qyyp,1
carboplatin auc-10,trastuzumab-qyyp,trastuzumab-qyyp,1
carboplatin auc-5,trastuzumab-qyyp,trastuzumab-qyyp,1
carboplatin auc-6,trastuzumab-qyyp,trastuzumab-qyyp,1
carboplatin auc2,trastuzumab-qyyp,trastuzumab-qyyp,1
carboplatin auc3,trastuzumab-qyyp,trastuzumab-qyyp,1
carboplatin auc5,trastuzumab-qyyp,trastuzumab-qyyp,1
carboplatin auc6,trastuzumab-qyyp,trastuzumab-qyyp,1
carboplatin auc7,trastuzumab-qyyp,trastuzumab-qyyp,1
carboplatin chemotherapy,trastuzumab-qyyp,trastuzumab-qyyp,1
carboplatin for,trastuzumab-qyyp,trastuzumab-qyyp,2
carboplatin in dose dense regimen,trastuzumab-qyyp,trastuzumab-qyyp,1
carboplatin monotherapy,trastuzumab-qyyp,trastuzumab-qyyp,1
carboplatin mtd,trastuzumab-qyyp,trastuzumab-qyyp,1
carboplatin periocular,trastuzumab-qyyp,trastuzumab-qyyp,1
carboplatin therapy,trastuzumab-qyyp,trastuzumab-qyyp,1
carboplatin),trastuzumab-qyyp,trastuzumab-qyyp,13
carboplatin) regimen depended on investigator's choice.,trastuzumab-qyyp,trastuzumab-qyyp,1
carboplatin) versus ec followed by d (epirubicin,trastuzumab-qyyp,trastuzumab-qyyp,1
"carboplatin, paclitaxel",trastuzumab-qyyp,trastuzumab-qyyp,0
carboplatin-based,trastuzumab-qyyp,trastuzumab-qyyp,1
carboplatin-based chemotherapy,trastuzumab-qyyp,trastuzumab-qyyp,1
carboplatin-taxol-radiotherapy,trastuzumab-qyyp,trastuzumab-qyyp,1
carboplatin.,trastuzumab-qyyp,trastuzumab-qyyp,1
carboplatin...,trastuzumab-qyyp,trastuzumab-qyyp,1
carboplatina,trastuzumab-qyyp,trastuzumab-qyyp,0
carboplatine,trastuzumab-qyyp,trastuzumab-qyyp,6
carboplatino,trastuzumab-qyyp,trastuzumab-qyyp,0
carboplatinum,trastuzumab-qyyp,trastuzumab-qyyp,0
carboplatin（adjuvant）,trastuzumab-qyyp,trastuzumab-qyyp,1
carboplatin（neoadjuvant）,trastuzumab-qyyp,trastuzumab-qyyp,1
carboplatin）,trastuzumab-qyyp,trastuzumab-qyyp,2
carbplatin,trastuzumab-qyyp,trastuzumab-qyyp,1
carbón activado,activated charcoal,Activated Charcoal,0
cardamist,nitroglycerin,nitroglycerin,0
carder,clopidogrel,clopidogrel,0
cardiospan,papaverine,Papaverine,0
cardioverina,papaverine,Papaverine,0
cardogrel,clopidogrel,clopidogrel,0
cardutol,clopidogrel,clopidogrel,0
carfilzomib,velcade thalidomide dexamethasone,Velcade Thalidomide Dexamethasone,175
carfilzomib for inj 60 milligram,velcade thalidomide dexamethasone,Velcade Thalidomide Dexamethasone,0
caricef,cefixime,cefixime,0
carly1,...,...,0
carly2,...,...,0
carly3,...,...,0
carmol,urea,urea,0
carmol 10,urea,urea,0
carmol 20,urea,urea,0
carmol 40,urea,urea,0
carpigrel,clopidogrel,clopidogrel,0
carrel-dakin solution,sodium hypochlorite,sodium hypochlorite,0
carry,dydrogesterone,dydrogesterone,0
cars,n/a,N/A,0
cart,n/a,N/A,0
cart therapy,...,...,0
cart-19 t cells,...,...,0
cart-45 cells,n/a,N/A,0
cart-ddbcma,...,...,0
"cart19, ctl019, kymriah (tisagenlecleucel), yescarta (axicabtagene ciloleucel), tecartus (brexucabtagene autoleucel), breyanzi (lisocabtagene maraleucel), abecma (idecabtagene vicleucel), carvykti (ciltacabtagene autoleucel), aucatzyl (obecabtagene autoleucel), allo-501, ucart19, c-car011",...,...,0
cart19/20,...,...,0
cart22,...,...,0
carter's little pills,bisacodyl,bisacodyl,0
cartmeso,...,...,0
cartmeso cells,...,...,0
carvykti (ciltacabtagene autoleucel),...,...,0
cas9-mediated cd33 deletion,...,...,0
casse,senna,senna,0
cassia acutifolia,senna,senna,0
cassia angustifolia,senna,senna,0
cassia lanceolata,senna,senna,0
cassia senna,senna,senna,0
castro cv,cefixime,cefixime,0
caswell no. 902,urea,urea,0
cb-010,...,...,0
cb-derived expanded allogeneic nk cells,...,...,0
cbdca auc5 mg,trastuzumab-qyyp,trastuzumab-qyyp,0
cc 5013,velcade thalidomide dexamethasone,Velcade Thalidomide Dexamethasone,1
cc-4047,velcade thalidomide dexamethasone,Velcade Thalidomide Dexamethasone,5
cc-5013,velcade thalidomide dexamethasone,Velcade Thalidomide Dexamethasone,16
cc-98633/bms-986354,...,...,0
cc>0 - cisplatin (ip,trastuzumab-qyyp,trastuzumab-qyyp,1
ccr5 dual antagonist,...,...,0
ccrg 81045,temozolomide,temozolomide,0
ccrt,...,...,0
cd-nscs,...,...,0
cd117 car t-cells,...,...,0
cd117 inhibitors,...,...,0
cd123 car t cells,...,...,0
cd123 car-t cell therapy,...,...,0
cd123+cll-1 dual-target car-t (jy017) sequential infusion with cd7-targeted car-t (jy008),...,...,0
cd123-car t,...,...,0
cd123-cd33 compound car t cells,not applicable,Not applicable,0
cd123-specific universal car- t cells,...,...,0
cd127,...,...,0
cd152,n/a,N/A,0
cd152 antigen,...,...,0
cd152iddm12,...,...,0
cd171 car+ t cells,...,...,0
cd181,...,...,0
cd184,...,...,0
cd19 & cd22 specific car t cells,...,...,0
cd19 and cd22 chimeric antigen receptor co-expressing t cells,...,...,0
cd19 b-cell acute lymphoblastic leukemia targeted car t-cells,...,...,0
cd19 car nk cells,not applicable,Not applicable,0
cd19 car t-cell,n/a,N/A,0
cd19 car-dnts,...,...,0
cd19 car-nk cells,not applicable,Not applicable,0
cd19 car-redirected adoptive t-cell immunotherapy,...,...,0
cd19 car-t,n/a,N/A,0
cd19 car-t cell immunotherapy,...,...,0
cd19 car-t cell therapy,n/a,N/A,0
cd19 cart cells will be injected intravenously on a one-time basis,...,...,0
cd19 directed car t cell,...,...,0
cd19 specific chimeric antigen receptor t cell,...,...,0
cd19 t-hank (car-nk),...,...,0
cd19 t-hank- administration,...,...,0
cd19 targeted car t cell therapy,not applicable,Not applicable,0
cd19&cd20 bispecific car-t cells,...,...,0
cd19&cd22 bispecific car-t cells,...,...,0
cd19-car nk,...,...,0
cd19-car novel oncolytic vaccinia virus,...,...,0
cd19-car t cell,n/a,N/A,0
cd19-car-nk,not applicable,Not applicable,0
cd19-car-specific/truncated egfr lentiviral vector-transduced t cells,...,...,0
cd19-car-t cells,n/a,N/A,0
cd19-cart,n/a,N/A,0
cd19-cd22 car-t cells,...,...,0
cd19-directed 4-1bbl armored car - juno therapeutics,...,...,0
cd19-directed car t cells,...,...,0
cd19-directed car t-cell therapy,n/a,N/A,0
cd19-directed car-t cells,n/a,N/A,0
cd19-pd-1/cd28-car t cells,...,...,0
cd19-pd-1/cd28-cart,...,...,0
cd19-star-t cells,...,...,0
cd19-targeted allogeneic car-t,...,...,0
cd19-targeted car t-cell therapy,...,...,0
cd19-targeted chimeric antigen receptor t cells,...,...,0
cd19-targeted chimeric antigen receptor t-cell,...,...,0
cd19-targeted non-viral pd1 site-specific integrated car-t cell,...,...,0
cd19.car t cells,...,...,0
cd19/22 car-t,...,...,0
cd19/22-car t cells,...,...,0
cd19/cd20 dual-targeted car-t cells,...,...,0
cd19/cd22 bispecific car-t cells,...,...,0
cd19/cd22 car-t cells,...,...,0
cd19/cd22 dual-target car-t cells,...,...,0
cd19car t-cells,n/a,N/A,0
cd19car-cd28-cd3zeta-egfrt-expressing tcm-enriched t cells,...,...,0
cd19car-cd28-cd3zeta-egfrt-expressing tn/mem-enriched t cells,...,...,0
cd19car-cd28-cd3zeta-egfrt-expressing tn/mem-enriched t lymphocytes,...,...,0
cd19cat-41bbz car t-cells,...,...,0
cd19r(eq)28zeta/egfrt+ naive and memory t cells,...,...,0
cd19r(eq)28zeta/egfrt+ tcm cd19r(eq)28zeta/truncated human egfr+ central memory t cells,...,...,0
cd19r(eq)28zetaegfrt+ tn/mem cells,...,...,0
cd19r:cd28:lentiviral/egfrt+ t cells,...,...,0
cd19x car-t,not available,Not available,0
cd19x22 car t,...,...,0
cd19x22 car t cells,...,...,0
cd19x22 chimeric antigen receptor t-cell therapy,...,...,0
cd20 antibody,trastuzumab-qyyp,trastuzumab-qyyp,0
cd20 chimeric antigen receptor t-cells,...,...,0
cd20 dual-car-t cells,...,...,0
cd20 dual-targeting invivocar1920 mrna for car-t cell immunotherapy,...,...,0
cd20-directed car-t cells,...,...,0
cd20-directed chimeric antigen receptor t cells,...,...,0
cd20xcd22 car t cell,...,...,0
cd22 bispecific car-t cells,...,...,0
cd22 car t cells,...,...,0
cd22 car t-cells,...,...,2
cd22 car-t cells,...,...,0
cd22 dual targeted car t-cells,...,...,0
cd22 tandem dual car-t,...,...,0
cd22-bbz) chimeric antigen receptor,...,...,0
cd22-bispecific car-t cells,...,...,0
cd22-car t cells,...,...,0
cd22-targeted car t-cell treatment,...,...,0
cd22/cd19 dual-targeting car-t cells,...,...,0
cd274,...,...,0
cd279,...,...,0
cd28,...,...,0
cd3 bispecific antibody,...,...,0
cd3 bispecific antibody),n/a,N/A,0
cd3 bites,n/a,N/A,0
cd3-bsab,...,...,0
cd3-depleted,not applicable,Not applicable,0
cd3/cd19dep,not applicable,Not applicable,0
cd30 biab-aatc,...,...,0
"cd30 bispecific antibody-armed, anti-cd3-activated, autologous t-cells",...,...,0
cd30 car t-cell,not available,Not available,1
cd30 car-t,...,...,0
cd30 car-t cells,not applicable,Not applicable,0
cd30 target immunotherapy,...,...,0
cd30-car ebvst,not applicable,Not applicable,0
cd30-car-t cells,...,...,0
cd30. car t cells,...,...,0
cd309,...,...,0
cd33 car nk,...,...,0
cd33 car t cells,...,...,0
cd33 car t-cells,not applicable,Not applicable,0
cd33 car-nk cell,...,...,0
cd33 car-nk cells,...,...,0
cd33 car-t,...,...,0
cd33 cart,n/a,N/A,0
cd33-car t,...,...,0
cd33-cll1 car-nk cell therapy,...,...,0
cd33/cll1 dual car-nk cell,...,...,0
cd33cart,...,...,1
cd34 stem cell selection therapy,not applicable,Not applicable,0
cd366,...,...,0
cd38 dual-target car-t cell,...,...,0
cd3dep,not applicable,Not applicable,0
cd45 antibody,...,...,0
cd45ra+ depleted t cells,...,...,0
cd5 car t-cells,...,...,0
cd5 car-t cells,...,...,0
cd5-targeted car-t cells,...,...,0
cd56 car-t,...,...,0
cd7 car-t cells,...,...,0
cd7-cart,...,...,1
cd7-targeted chimeric antigen receptor gene-modified t cells,...,...,1
cd70 car t cells,...,...,0
cd70 car t lymphocytes,...,...,0
cd70 car t-cells,...,...,0
cd70 car-nk,...,...,0
cd70+ car cells,...,...,0
cd70-car t cell,...,...,0
cd70-car t-cells,...,...,0
cd70-targeted car-t cells,...,...,0
cd70-targeting car-t cells,not applicable,Not applicable,0
cd70.car nk cells,...,...,0
cd79b car-t cells,...,...,0
cd79b-19 car t cells,...,...,0
cd8,n/a,N/A,0
cd8 reduced peripheral blood cells taken from related donors vaccinated against hpv16,...,...,1
cd8+ t-cell,n/a,N/A,0
cddp (cisplatin),trastuzumab-qyyp,trastuzumab-qyyp,0
cdiag regimen,not available,Not available,0
cdk4 inhibitor,n/a,N/A,1
cdw127,...,...,0
cdw128a,...,...,0
cdx-3379,...,...,0
ce- 3 cycles ),unknown,Unknown,0
ce-245677,...,...,0
ce-355621,"varies, see alternative names","Varies, see alternative names",0
ce-vi-sol,vitamin c,vitamin c,0
ce7r car t cells,...,...,0
cea car-t,n/a,N/A,0
cea car-t cells,...,...,0
cea-targeted car-t,...,...,0
cea-targeted car-t cells,n/a,N/A,0
cea-targeted car-t immunotherapy,...,...,0
ceacar t cells,...,...,0
cebutid,flurbiprofen,flurbiprofen,0
cedon,cefpodoxime,cefpodoxime,0
cedon-ca,cefpodoxime,cefpodoxime,0
cee-500,vitamin c,vitamin c,0
ceep-rituximab,trastuzumab-qyyp,trastuzumab-qyyp,1
cef-3,cefixime,cefixime,0
cef-dex,cefpodoxime,cefpodoxime,0
cefchamp,cefpodoxime,cefpodoxime,0
cefi d s,cefixime,cefixime,0
cefim,cefixime,cefixime,0
cefirax,cefpodoxime,cefpodoxime,0
cefixime,cefixime,cefixime,4
